"SCC.Level.Two" "SCC.Level.Three" "SCC.Level.Four"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Urban Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Parking Area: Rural"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Parking Area: Urban"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Parking Area: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Major Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Rural Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Urban Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Parking Area: Rural"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Parking Area: Urban"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 3, 4, & 5" "Parking Area: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Major Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Rural Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Parking Area: Rural"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Parking Area: Urban"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Parking Area: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Major Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Parking Area: Rural"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Parking Area: Urban"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Parking Area: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Major Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Other Principal Arterial: Exhaust"
